User,Text,Date,lat,long
iembot_lwx,"At 3:52 PM EDT, 1 NNE Stanardsville [Greene Co, VA] 911 CALL CENTER reports FLOOD. THE 3700 BLOCK OF VA-621 SOUTH RIVER ROAD WAS IMPASSABLE DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311952/202008311952",2020-08-31 21:39:26+00:00,32.33157534954947,-93.51816066038657
iembot_lwx,"At 3:56 PM EDT, Stanardsville [Greene Co, VA] 911 CALL CENTER reports FLOOD. THE 500 BLOCK OF VA-1001 FORD AVENUE WAS IMPASSABLE DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311956/202008311956",2020-08-31 21:38:40+00:00,29.035545175326572,-104.29603712003063
iembot_lwx,"At 3:07 PM EDT, Lydia [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-634 MUTTON HOLLOW ROAD IMPASSABLE DUE TO FLOODING SOUTH OF US-33 SPOTSWOOD TRAIL. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311907/202008311907",2020-08-31 21:36:16+00:00,32.42835236888733,-103.77401056526296
iembot_lwx,"At 3:32 PM EDT, 1 NNE Stanardsville [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-230 MADISON ROAD IMPASSABLE DUE TO FLOODING NEAR VA-621 SOUTH RIVER ROAD ON BOTH SIDES OF THE INTERSECTION. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311932/202008311932",2020-08-31 21:34:36+00:00,28.510904776218077,-98.99626657356183
princesabresha,Maybe if you was showing some ASS they’d flood your mentions,2020-08-31 21:33:34+00:00,30.421278864299996,-97.60089983968278
iembot_lwx,"At 2:52 PM EDT, 2 S Haneytown [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-810 DYKE ROAD IMPASSABLE DUE TO FLOODING NEAR VA-627 BACON HOLLOW ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311852/202008311852",2020-08-31 21:33:26+00:00,31.788477643198732,-94.22999462887955
iembot_lwx,"At 5:32 PM EDT, 2 NE Keswick [Albemarle Co, VA] 911 CALL CENTER reports FLOOD. ROAD CLOSED DUE TO FLOODING IN THE 4700 BLOCK OF LOUISA RD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312132/202008312132",2020-08-31 21:33:01+00:00,32.170980864707445,-99.8015623572841
iembot_lwx,"At 5:29 PM EDT, 1 SSW Shadwell [Albemarle Co, VA] 911 CALL CENTER reports FLOOD. FLOODING REPORTED ALONG ROUGHLY A MILE LONG STRETCH OF MILTON RD. CENTERED AROUND THE 2000 BLOCK. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312129/202008312129",2020-08-31 21:32:02+00:00,30.071586256695152,-99.79258803600781
iembot_lwx,"At 3:00 PM EDT, 3 SW Arrington [Nelson Co, VA] 911 CALL CENTER reports FLOOD. ABOUT ONE TO ONE AND A HALF FEET OF WATER WAS FLOWING OVER VA-662 SOUTH POWELLS ISLAND ROAD NEAR WALKER'S MOUNTAIN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311900/202008311900",2020-08-31 21:20:48+00:00,30.791665582428656,-106.31416196166197
iembot_lwx,"At 4:40 PM EDT, 1 NNW Rockfish [Nelson Co, VA] 911 CALL CENTER reports FLOOD. ABOUT ONE FOOT OF WATER WAS FLOWING OVER VA-617 ROCKFISH RIVER ROAD BETWEEN VA-620 ROCK SPRING ROAD AND VA-714 DRUMHELLER LANE. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312040/202008312040",2020-08-31 21:19:12+00:00,30.444374169979692,-94.49192086470278
iembot_lwx,"At 4:12 PM EDT, Rockfish [Nelson Co, VA] 911 CALL CENTER reports FLOOD. ABOUT TWO FEET OF WATER WAS FLOWING OVER VA-639 LAUREL ROAD NEAR VA-617 ROCKFISH RIVER ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312012/202008312012",2020-08-31 21:17:14+00:00,29.194106527838464,-96.6354440031704
BransonWX,"At 3:46 PM EDT, 3 NNW Salisbury [Rowan Co, NC] EMERGENCY MNGR reports FLASH FLOOD. EMERGENCY MANAGER REPORTED FLASH FLOODING ALONG JUMP AND RUN BRANCH ON THE NORTH SIDE OF SALISBURY. NUMEROUS ROADS FLOODED AND AN APARTMENT BUILDING INUNDATED AT 205 WE... https://mesonet.agron.iastate.edu/lsr/#GSP/202008311946/202008311946",2020-08-31 21:13:36+00:00,30.120432484700807,-94.5462448891719
iembot_gsp,"At 3:46 PM EDT, 3 NNW Salisbury [Rowan Co, NC] EMERGENCY MNGR reports FLASH FLOOD. EMERGENCY MANAGER REPORTED FLASH FLOODING ALONG JUMP AND RUN BRANCH ON THE NORTH SIDE OF SALISBURY. NUMEROUS ROADS FLOODED AND AN APARTMENT BUILDING INUNDATED AT 205 WE... https://mesonet.agron.iastate.edu/lsr/#GSP/202008311946/202008311946",2020-08-31 21:13:36+00:00,31.548509344466353,-99.64096234552618
iembot_lwx,"At 4:49 PM EDT, 2 NNE Etlan [Rappahannock Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-602 HUGHES RIVER ROAD CLOSED IN MULTIPLE LOCATIONS DUE TO FLOODING BETWEEN VA-231 F T VALLEY ROAD AND VA-602 NETHERS ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 21:03:57+00:00,30.759468837817355,-103.25784834099856
iembot_lwx,"At 4:49 PM EDT, Etlan [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-644 EMMETT ROAD CLOSED DUE TO FLOODING FROM VA-643 ETLAN ROAD TO VA-646 CHAMPE PLAIN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 21:02:01+00:00,29.59732115976624,-95.45543830692544
iembot_lwx,"At 4:49 PM EDT, Criglersville [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-642 LINDSAY LANE CLOSED DUE TO FLOODING BETWEEN VA-670 OLD BLUE RIDGE TURNPIKE AND VA-650 OAK GROVE ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 21:00:33+00:00,30.81594049607218,-94.59263693713473
iembot_lwx,"At 4:49 PM EDT, 2 ENE Madison [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-680 GATE ROAD CLOSED DUE TO FLOODING NEAR US-29 NORTH SEMINOLE TRAIL. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 20:57:39+00:00,30.190625645491814,-101.9467791276279
iembot_lwx,"At 4:32 PM EDT, 2 SSE Ruckersville [Greene Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-616 CARPENTERS MILL ROAD CLOSED DUE TO FLOODING BETWEEN VA-607 MATTHEW MILL ROAD AND US-29 SEMINOLE TRAIL. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312032/202008312032",2020-08-31 20:56:34+00:00,31.193563112150482,-103.34033819289317
iembot_lwx,"At 4:34 PM EDT, 2 S Shadwell [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-729 MILTON ROAD CLOSED DUE TO FLOODING BETWEEN VA-1120 MILTON HILLS DRIVE AND VA-53 THOMAS JEFFERSON PARKWAY. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312034/202008312034",2020-08-31 20:54:12+00:00,31.25998953155422,-95.48976968013339
